loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
Y,456341,11,D,20,Rent,7229779,48
Y,929003,12,B,35,Rent,14280982,43
Y,20276,10,D,36,Own,3584373,40
Y,885984,11,D,18,Own,7905465,26
Y,631859,8,A,23,Own,9859085,27
Y,525194,8,C,25,Mortgage,572090,65
Y,949348,12,C,47,Mortgage,1547613,49
Y,24421,14,D,50,Mortgage,1294322,26
Y,583941,12,D,29,Rent,7051229,35
Y,623223,9,D,13,Own,10001916,43
Y,104719,8,A,53,Mortgage,7448534,63
Y,178696,12,D,16,Mortgage,6701004,51
Y,245749,10,C,34,Mortgage,12844064,36
Y,803358,12,A,48,Own,12979987,56
Y,272220,11,D,52,Own,2489594,44
Y,733341,11,C,24,Mortgage,13860632,26
Y,675889,7,A,32,Mortgage,12917645,37
Y,443451,10,D,52,Rent,1970029,26
Y,728394,14,D,31,Mortgage,4272491,42
Y,402330,10,B,34,Own,11725969,26
Y,513325,9,C,27,Own,2052263,36
Y,426745,8,A,13,Mortgage,7206926,38
Y,568518,14,A,43,Mortgage,8387701,29
Y,455051,11,D,15,Own,379773,44
Y,772932,8,B,28,Own,8649942,49
Y,42429,10,B,45,Own,10818048,46
Y,58331,9,A,11,Rent,2488761,36
Y,576490,10,C,51,Rent,10238416,47
Y,548499,8,B,22,Mortgage,4784725,40
Y,279027,14,A,16,Mortgage,14356682,28
Y,792118,12,C,40,Rent,5618284,65
Y,244708,13,B,15,Own,5046423,31
Y,92117,13,C,51,Own,2541487,62
Y,167502,8,C,25,Rent,5329660,58
Y,585602,14,C,35,Mortgage,8389240,58
Y,333895,8,A,40,Rent,3559428,34
Y,35037,8,A,8,Mortgage,5286585,47
Y,638786,8,A,44,Own,3777806,31
Y,946923,9,C,46,Mortgage,4290835,64
Y,823342,10,C,40,Mortgage,3798295,45
Y,946060,7,A,45,Own,3791209,58
Y,221658,12,C,54,Mortgage,13966123,65
Y,393932,13,B,22,Own,3538101,33
Y,702583,11,D,20,Rent,1375007,41
Y,447979,14,C,31,Rent,6296180,32
Y,618273,11,A,6,Own,7502555,39
Y,212603,14,B,54,Rent,4347076,61
Y,290505,13,C,18,Rent,11976832,50
Y,535655,8,D,13,Rent,1733258,33
Y,711818,7,D,21,Mortgage,13044363,37
Y,540377,13,D,43,Own,14481639,58
Y,272488,14,B,7,Mortgage,9335664,36
Y,329460,12,C,7,Own,6984537,34
Y,526862,11,D,37,Own,14771517,52
Y,320433,13,A,9,Mortgage,923124,65
Y,404270,8,D,32,Rent,10616358,49
Y,699694,8,C,9,Mortgage,8594374,54
Y,447805,9,A,38,Rent,13861690,28
Y,339369,12,D,35,Mortgage,2572589,40
Y,600049,9,D,29,Mortgage,13217269,58
Y,76563,9,C,11,Rent,4327369,47
Y,548096,11,D,46,Own,6444078,43
Y,37012,9,A,17,Own,13982994,38
Y,406962,7,A,12,Own,5506197,37
Y,500246,13,B,54,Mortgage,693793,59
Y,48543,10,A,37,Own,7319976,34
Y,393802,9,D,14,Rent,9248433,63
Y,234599,13,B,32,Rent,885842,43
Y,68129,7,A,6,Mortgage,14172829,47
Y,272248,8,D,20,Mortgage,14457678,64
Y,138639,8,B,38,Mortgage,14476622,26
Y,547981,13,B,19,Own,6726938,62
Y,665860,13,B,47,Mortgage,12980705,65
Y,751570,7,A,24,Own,11906777,54
Y,749038,8,D,22,Own,4050950,32
Y,18004,7,A,17,Own,7103502,63
Y,857327,9,B,15,Mortgage,14908939,39
Y,394376,10,A,28,Mortgage,8739501,63
Y,839793,9,B,50,Own,4234314,49
Y,85769,9,D,12,Own,1794655,29
Y,454701,11,D,51,Mortgage,12872194,61
Y,693609,10,A,39,Rent,4899119,37
Y,28339,7,C,5,Rent,9042702,26
Y,347798,8,B,43,Rent,13227774,56
Y,937610,14,C,42,Rent,5684123,40
Y,263500,10,B,52,Mortgage,8681131,65
Y,598722,13,D,5,Mortgage,14746487,58
Y,440569,12,C,37,Mortgage,7263566,27
Y,892958,10,D,10,Mortgage,1731195,31
Y,632114,8,A,32,Mortgage,5571830,39
Y,120941,11,A,34,Own,2163885,48
Y,891780,11,D,44,Rent,2615425,50
Y,352314,8,D,18,Mortgage,12287843,57
Y,635555,12,B,39,Mortgage,3860700,26
Y,576607,11,C,15,Mortgage,11859763,42
Y,745642,11,C,48,Own,6009180,31
Y,544206,14,D,42,Mortgage,4948187,61
Y,700104,7,A,30,Rent,2306813,38
Y,188241,10,D,27,Rent,9797263,64
Y,301509,14,B,38,Own,11615805,43
Y,32168,7,A,53,Mortgage,13858766,55
Y,672279,11,A,40,Own,3773371,39
Y,787482,14,C,48,Mortgage,12850522,44
Y,453430,7,C,27,Rent,1347379,25
Y,475138,7,D,12,Own,2437545,65
Y,808849,11,A,12,Rent,7018801,62
Y,490831,13,B,36,Own,12807554,37
Y,130384,9,C,54,Mortgage,2115847,62
Y,588196,10,D,37,Mortgage,5075278,47
Y,226196,8,A,54,Mortgage,5400040,55
Y,884605,12,A,16,Own,10341244,44
Y,173516,12,B,21,Rent,10301075,61
Y,298043,7,D,13,Own,10199884,65
Y,745535,8,A,17,Rent,13607058,38
Y,40210,9,D,45,Mortgage,4385755,27
Y,83787,9,A,38,Rent,13984163,53
Y,256368,8,C,35,Own,7252532,62
Y,791821,14,C,36,Own,256139,25
Y,382753,10,A,30,Rent,10730381,46
Y,77168,7,D,17,Mortgage,6455877,51
Y,515351,13,A,5,Mortgage,5108751,38
Y,579465,12,A,47,Rent,8520056,46
Y,902108,9,D,54,Own,4104228,34
Y,689408,7,A,8,Own,7431423,42
Y,502461,10,D,29,Rent,7166407,40
Y,531277,9,D,5,Mortgage,2122894,58
Y,534317,8,B,38,Rent,3958635,57
Y,586552,9,B,33,Rent,5328315,57
Y,794718,14,A,11,Own,8158466,31
Y,562400,11,B,7,Mortgage,769797,59
Y,547561,11,C,27,Mortgage,4671831,39
Y,228795,11,D,27,Mortgage,11784687,53
Y,710003,14,D,14,Rent,5112884,44
Y,824768,8,B,7,Own,9401167,32
Y,814301,11,A,39,Own,5548563,54
Y,495328,7,A,33,Rent,347534,46
Y,281813,7,A,35,Mortgage,1599503,56
Y,160553,10,C,44,Mortgage,890434,34
Y,530250,12,A,43,Rent,14633792,35
Y,221776,12,C,36,Mortgage,10341547,30
Y,890651,8,A,44,Rent,9406015,38
Y,331179,8,D,38,Rent,1013744,55
Y,395067,11,D,28,Mortgage,3935841,50
Y,424623,9,B,33,Mortgage,1882570,61
Y,382216,8,D,45,Own,4944551,35
Y,753217,9,D,14,Own,9566013,36
Y,710497,14,A,42,Mortgage,4955852,40
Y,245326,12,B,8,Mortgage,12420618,41
Y,908961,9,A,41,Rent,4782341,37
Y,745487,14,D,41,Own,14810605,62
Y,326062,12,C,23,Rent,2704225,62
Y,49136,7,A,19,Mortgage,14733276,52
Y,667894,13,D,25,Rent,9079735,33
Y,764733,7,D,47,Rent,14655848,55
Y,548472,7,B,27,Rent,8741850,57
Y,65323,12,D,31,Own,3687247,60
Y,632462,8,A,43,Mortgage,14353204,62
Y,438713,14,A,12,Own,5567233,32
Y,905359,7,A,8,Own,7372829,50
Y,158389,9,B,41,Rent,14994158,57
Y,799891,14,A,40,Rent,3062351,27
Y,535286,12,A,48,Own,5383003,36
Y,663468,13,C,30,Rent,5743124,27
Y,350672,14,A,12,Rent,8461384,64
Y,801331,11,C,10,Rent,4828357,48
Y,545356,8,C,20,Own,13162375,62
Y,139337,14,D,31,Rent,3879434,28
Y,935231,13,B,43,Rent,14455856,57
Y,54888,9,D,22,Rent,4171528,45
Y,554047,8,A,44,Own,13095181,50
Y,39137,11,B,26,Mortgage,5168891,36
Y,425879,7,D,51,Rent,10731598,26
Y,477369,7,C,45,Rent,1425959,57
Y,357963,14,A,43,Rent,4914080,31
Y,426113,11,D,28,Mortgage,7421547,37
Y,894155,13,B,29,Own,14916082,57
Y,812475,12,B,27,Mortgage,8240751,39
Y,201149,7,A,39,Own,10765770,40
Y,724130,13,A,19,Own,14889670,40
Y,416417,14,B,50,Own,11071799,30
Y,423029,12,A,28,Rent,14675147,47
Y,915382,9,B,10,Rent,8505459,49
Y,927788,8,D,33,Mortgage,2895804,53
Y,361605,13,D,10,Rent,10378055,39
Y,389113,12,B,19,Rent,1715369,36
Y,284541,14,D,23,Rent,10252998,52
Y,420742,13,B,6,Mortgage,597481,47
Y,276169,10,D,11,Mortgage,13469877,32
Y,741024,8,B,48,Own,3541153,41
Y,232309,14,B,12,Own,8473371,46
Y,206053,8,D,52,Mortgage,10857520,60
Y,888986,7,C,41,Rent,8585317,57
Y,298623,9,B,49,Rent,9311033,56
Y,35238,11,B,45,Rent,2755634,38
Y,245944,7,A,53,Own,12044096,46
Y,534704,12,C,34,Mortgage,3747412,47
Y,411188,14,B,6,Own,6371441,46
Y,495042,14,C,46,Own,10811199,33
Y,789015,10,C,13,Own,2550036,29
Y,410447,8,B,23,Rent,8304979,38
Y,771839,8,A,23,Rent,9083014,50
Y,440453,12,B,49,Own,7245705,25
Y,562227,10,A,28,Mortgage,9383205,39
Y,484416,12,B,28,Mortgage,12764005,46
Y,91002,12,B,21,Own,9950216,42
Y,256750,11,C,55,Rent,11709885,38
Y,564650,8,C,10,Mortgage,8062538,48
Y,159835,11,A,48,Rent,10968439,31
Y,172004,11,C,7,Own,12114649,31
Y,305289,13,A,43,Rent,6163086,51
Y,121135,12,A,25,Own,11457090,47
Y,632080,7,D,33,Mortgage,2627564,52
Y,337462,14,A,19,Own,5517159,64
Y,65016,11,C,31,Mortgage,3337139,51
Y,501855,13,C,42,Own,10662443,29
Y,699932,11,C,44,Rent,3908628,39
Y,372821,8,C,11,Own,5549311,43
Y,424090,7,A,19,Rent,3126226,59
Y,813512,10,B,15,Mortgage,4618682,48
Y,176269,12,D,41,Own,13343873,27
Y,578750,8,C,16,Own,585276,65
Y,739946,11,C,55,Rent,8427013,51
Y,181086,8,B,41,Mortgage,13043729,48
Y,777395,9,D,37,Mortgage,8733126,41
Y,404215,8,D,9,Own,3864580,48
Y,473025,9,D,27,Rent,13626077,63
Y,864449,9,B,31,Rent,9129330,50
Y,398498,7,B,44,Own,3148693,39
Y,465228,14,C,28,Own,1743643,51
Y,472120,8,D,13,Own,4791995,37
Y,218024,7,B,35,Own,12083944,36
Y,828444,9,B,26,Own,3872965,65
Y,263376,12,B,49,Mortgage,14202758,46
Y,603905,12,D,8,Own,13373906,56
Y,407565,7,D,10,Mortgage,14549670,58
Y,131638,9,D,41,Rent,1114292,37
Y,512500,10,C,33,Rent,11857359,43
Y,545878,12,A,37,Rent,519616,35
Y,18443,13,D,7,Own,7375919,32
Y,131565,13,A,48,Rent,258352,41
Y,627966,13,B,50,Own,2665510,63
Y,71113,14,D,43,Mortgage,5176790,26
Y,478562,12,D,10,Mortgage,401880,30
Y,183203,9,A,36,Own,11226509,54
Y,167084,7,A,22,Own,6164699,46
Y,254069,14,C,17,Rent,7551546,39
Y,380128,12,A,20,Mortgage,4892104,37
Y,863396,12,A,39,Mortgage,3221376,30
Y,81673,8,D,7,Rent,7881921,55
Y,437979,7,A,42,Rent,4702052,50
Y,227008,8,B,47,Rent,1515879,47
Y,635615,9,B,23,Rent,680311,31
Y,475995,8,B,7,Rent,10913887,56
Y,907580,9,B,32,Mortgage,4583229,30
Y,443415,9,A,14,Rent,2370110,44
Y,381058,11,A,28,Rent,12049527,57
Y,420115,7,B,25,Rent,5413611,60
Y,790632,8,D,48,Own,14526064,35
Y,255873,10,B,18,Rent,4192294,41
Y,177653,13,B,22,Mortgage,5600956,42
Y,599885,13,D,26,Rent,8937261,65
Y,848163,10,C,24,Own,12079710,50
Y,554787,9,A,43,Mortgage,808816,54
Y,832165,9,B,9,Rent,10767999,51
Y,119337,10,D,6,Own,192426,58
Y,843588,12,D,35,Rent,2394434,44
Y,602422,9,C,20,Own,4852239,59
Y,510508,7,C,28,Own,12630393,25
Y,909128,10,C,11,Mortgage,11848506,33
Y,188018,9,B,21,Rent,8322539,62
Y,856425,11,C,46,Mortgage,2243665,47
Y,201359,10,B,21,Own,1168189,52
Y,85623,8,D,40,Mortgage,13494869,47
Y,496155,13,C,39,Own,1848665,45
Y,622469,9,D,29,Mortgage,10140533,29
Y,424509,11,B,20,Own,4677768,65
Y,368571,8,C,44,Rent,1087110,39
Y,837518,12,C,9,Own,5101268,41
Y,312848,13,A,15,Own,4191711,57
Y,499337,10,D,28,Rent,7831412,34
Y,548311,10,C,44,Mortgage,6604603,40
Y,221170,7,A,52,Rent,13140065,62
Y,761667,8,D,13,Mortgage,8256476,53
Y,225746,13,D,23,Rent,14919375,26
Y,190448,10,C,26,Own,2850844,31
Y,394249,14,B,28,Rent,7499444,34
Y,48225,9,D,16,Rent,10136141,25
Y,378013,7,C,10,Rent,376663,50
Y,128148,11,B,52,Own,11446701,64
Y,477593,7,A,46,Rent,2227573,65
Y,146021,12,C,18,Own,676536,30
Y,634681,9,B,44,Own,5205959,26
Y,302193,8,D,33,Own,9578867,33
Y,361973,14,D,42,Rent,5838419,38
Y,406683,7,A,12,Rent,646862,25
Y,607061,9,B,53,Own,5918337,25
Y,299723,9,B,25,Rent,13975043,52
Y,511493,11,C,19,Own,800089,60
Y,583131,10,D,51,Mortgage,6294684,36
Y,463774,13,A,15,Rent,231577,34
Y,635896,8,C,46,Own,10846405,41
Y,282596,7,A,18,Mortgage,7114389,27
Y,274201,14,C,40,Own,11372980,29
Y,141018,12,C,55,Rent,12567717,40
Y,568203,10,C,11,Rent,838925,62
Y,772791,7,D,10,Rent,6938355,59
Y,772859,9,B,47,Rent,916169,35
Y,603003,14,D,6,Mortgage,2084608,44
Y,884591,12,D,44,Rent,13684914,62
Y,36184,7,B,19,Mortgage,13827542,40
Y,54838,10,C,29,Mortgage,4805573,47
Y,429473,14,B,55,Rent,10796671,27
Y,779714,12,A,38,Rent,4826341,31
Y,566901,11,A,34,Mortgage,4787396,47
Y,197120,14,D,25,Mortgage,8830222,48
Y,268234,8,D,37,Rent,7424256,48
Y,295633,14,A,43,Own,14477364,36
Y,794565,11,C,25,Rent,2416871,42
Y,595773,13,B,17,Mortgage,9323346,64
Y,608436,10,D,43,Mortgage,8921312,38
Y,782975,14,D,50,Mortgage,11567453,40
Y,756179,8,D,23,Own,3835587,58
Y,621177,14,D,11,Mortgage,10265689,52
Y,373128,12,C,23,Mortgage,8144553,28
Y,95030,9,C,13,Rent,7958644,34
Y,620070,12,C,37,Mortgage,14641755,29
Y,191506,11,D,11,Rent,2979943,33
Y,346057,12,B,42,Mortgage,455704,61
Y,104790,13,A,7,Own,12758467,47
Y,915319,7,A,12,Own,13578597,25
Y,914125,8,A,54,Mortgage,6570691,31
Y,145045,7,D,14,Rent,5787706,40
Y,439140,8,B,34,Mortgage,5962287,39
Y,76630,12,C,34,Own,1426950,49
Y,331886,11,C,30,Rent,8347059,43
Y,327042,10,C,13,Mortgage,13050577,47
Y,639977,12,A,19,Rent,6686425,60
Y,851756,8,B,44,Mortgage,12914783,61
Y,285463,8,B,50,Mortgage,8318573,30
Y,814857,7,D,28,Own,5676943,48
Y,489119,7,D,53,Rent,14740887,25
Y,197722,12,B,9,Rent,6697192,61
Y,419766,9,C,19,Mortgage,1672440,50
Y,139843,7,D,25,Own,3361667,50
Y,656492,7,D,51,Own,5605332,43
Y,454538,8,C,47,Mortgage,13782387,59
Y,344306,12,A,43,Rent,10311996,59
Y,375186,9,D,10,Mortgage,5124228,38
Y,662973,13,C,30,Own,7488555,50
Y,504734,7,C,6,Mortgage,14129775,53
Y,882054,12,B,44,Own,11295071,47
Y,221736,7,A,14,Own,8523994,27
Y,227832,7,D,40,Own,13766332,44
Y,710771,14,D,27,Rent,8296373,42
Y,531425,11,B,49,Mortgage,3065770,28
Y,334312,14,D,41,Mortgage,3887601,30
Y,859434,12,B,7,Mortgage,13697811,26
Y,310654,12,D,6,Mortgage,5859129,43
Y,314210,14,A,19,Mortgage,4132552,49
Y,897410,8,D,20,Mortgage,1900480,25
Y,733011,13,A,24,Rent,12163336,53
Y,785607,11,C,17,Rent,12411966,38
Y,182762,12,B,26,Own,4980795,55
Y,326372,9,B,28,Rent,6335128,51
Y,611079,12,B,10,Own,13675897,51
Y,251293,12,C,54,Mortgage,6158299,30
Y,691322,13,A,12,Mortgage,5353394,63
Y,83899,8,B,37,Mortgage,8746246,33
Y,315353,10,C,31,Rent,13263577,29
Y,927791,13,B,35,Mortgage,4885731,41
Y,557706,13,C,47,Own,8216726,41
Y,709804,14,D,11,Rent,9198885,59
Y,855857,8,C,11,Rent,1917370,55
Y,932345,14,D,39,Own,3071957,45
Y,478500,12,B,41,Mortgage,1512108,43
Y,906377,11,D,54,Mortgage,6799883,42
Y,539313,14,B,10,Own,2831045,54
Y,690492,13,C,31,Rent,2768557,54
Y,784898,11,C,14,Mortgage,5709231,38
Y,163519,12,C,8,Own,1539251,27
Y,390598,12,D,31,Mortgage,5762436,56
Y,731664,9,A,37,Own,5045635,30
Y,376968,14,A,51,Mortgage,12080086,41
Y,512351,8,C,39,Own,10252494,30
Y,232801,12,B,49,Own,506106,44
Y,401246,7,C,46,Rent,11168421,47
Y,236757,7,C,36,Own,14938077,60
Y,793102,13,A,25,Rent,7039471,50
Y,323663,14,A,7,Mortgage,4739304,56
Y,443208,12,B,39,Mortgage,7640055,56
Y,103885,13,A,46,Own,13087010,51
Y,276089,12,B,33,Mortgage,3077279,41
Y,191960,13,A,15,Own,9615784,33
Y,445125,9,C,29,Mortgage,319400,39
Y,830941,11,D,53,Own,4281094,32
Y,672063,8,C,22,Mortgage,5848939,41
Y,868962,10,A,34,Own,11408948,29
Y,584859,8,B,35,Mortgage,10451243,27
Y,113235,8,B,22,Rent,7081686,37
Y,564282,11,C,17,Mortgage,11136882,32
Y,852673,14,D,12,Own,14559406,36
Y,692843,14,C,28,Own,6821903,58
Y,529136,10,A,45,Rent,12364792,59
Y,40669,13,C,18,Own,2042637,60
Y,550142,8,D,20,Rent,12415497,29
Y,295483,13,C,12,Rent,223056,46
Y,600717,12,C,27,Mortgage,4613830,31
Y,785938,14,A,35,Mortgage,5424812,36
Y,312852,13,D,51,Rent,11360565,62
Y,597611,8,B,17,Rent,4891145,42
Y,467101,9,D,15,Own,2032252,31
Y,473315,9,B,23,Mortgage,3247257,51
Y,102530,10,D,55,Own,3114605,36
Y,100560,7,D,24,Mortgage,3425961,53
Y,803230,12,A,11,Mortgage,7964133,49
Y,876760,10,B,26,Own,4330149,38
Y,731711,7,B,52,Own,6523022,55
Y,236230,8,A,52,Own,10736731,29
Y,748333,9,A,26,Mortgage,657331,36
Y,914245,11,D,13,Own,10530802,30
Y,291811,10,C,10,Own,14119594,42
Y,849413,9,B,7,Own,5359213,29
Y,769410,8,D,52,Own,9516640,40
Y,949629,10,D,50,Mortgage,146077,40
Y,904059,13,C,41,Own,14971119,63
Y,668501,7,B,47,Rent,11136252,53
Y,117338,8,D,45,Own,11405044,43
Y,404265,8,B,48,Rent,14388462,64
Y,224817,14,C,42,Mortgage,141197,64
Y,117362,12,C,28,Mortgage,8357858,31
Y,325463,13,A,37,Mortgage,10083477,41
Y,765005,7,B,55,Mortgage,2373704,41
Y,771953,9,D,10,Rent,13548185,52
Y,469038,14,D,55,Rent,3504371,49
Y,422660,8,B,8,Rent,11229457,45
Y,440924,9,A,15,Rent,14369393,52
Y,405691,9,C,18,Own,4737320,53
Y,595950,14,B,29,Rent,816679,40
Y,579570,14,B,14,Own,2489066,62
Y,777080,7,C,45,Own,5097924,46
Y,457001,9,A,47,Mortgage,1580542,34
Y,835417,7,D,55,Mortgage,12688662,43
Y,849836,8,C,31,Mortgage,9276290,65
Y,44068,8,A,27,Own,7054823,65
Y,145428,7,A,27,Own,637640,45
Y,354532,8,A,39,Mortgage,13414638,52
Y,30182,10,B,25,Mortgage,7385475,47
Y,782316,7,A,45,Mortgage,5087631,30
Y,148349,8,B,32,Rent,3931884,36
Y,18595,7,B,36,Mortgage,4641030,52
Y,19841,13,B,43,Mortgage,8784734,29
Y,284362,10,D,48,Rent,12590404,50
Y,429169,7,D,39,Mortgage,10782696,38
Y,871364,13,B,53,Rent,4385521,34
Y,183798,13,B,6,Rent,1200466,48
Y,446027,12,C,45,Rent,11458542,49
Y,194147,9,B,5,Rent,12836294,63
Y,425916,10,D,6,Mortgage,9210470,59
Y,459849,10,B,13,Mortgage,9728397,26
Y,931990,13,B,5,Own,6336530,39
Y,54901,7,B,15,Own,4223751,52
Y,186970,9,C,50,Own,654512,45
Y,243219,8,A,35,Rent,9301744,58
Y,914703,9,B,14,Own,8875326,27
Y,316484,13,D,21,Rent,5081552,46
Y,87966,8,A,53,Mortgage,9222129,44
Y,753701,10,A,44,Own,14007100,58
Y,805288,9,B,5,Rent,10084517,42
Y,20107,11,D,31,Rent,5364264,50
Y,197610,14,B,34,Own,2544564,41
Y,867251,11,D,36,Mortgage,1507212,53
Y,289916,9,C,42,Mortgage,9132963,36
Y,377051,11,B,25,Rent,3973866,41
Y,211110,9,B,34,Rent,9005597,40
Y,147383,7,A,46,Rent,11878909,64
Y,673365,12,B,34,Rent,3953637,64
Y,938413,11,B,36,Mortgage,6478609,35
Y,545953,9,C,7,Mortgage,3637651,41
Y,903637,14,B,39,Mortgage,7966470,52
Y,218016,12,B,47,Mortgage,8115979,44
Y,409251,9,C,33,Own,321086,25
Y,249507,13,A,18,Own,6315797,35
Y,630169,14,A,48,Rent,3244695,58
Y,321807,9,C,28,Mortgage,8849577,54
Y,161025,7,C,35,Rent,13728055,36
Y,817382,9,B,20,Mortgage,11911416,62
Y,10421,7,A,39,Own,603706,42
Y,210855,7,C,39,Mortgage,4107909,34
Y,462330,13,D,51,Rent,2423298,52
Y,109906,7,D,22,Own,11749454,58
Y,375235,8,D,6,Own,3183417,57
Y,130239,12,C,45,Rent,6197288,42
Y,732246,10,A,41,Rent,8235702,52
Y,342912,11,D,29,Mortgage,13328490,31
Y,72823,11,C,35,Rent,14865584,29
Y,459403,13,C,26,Rent,8892193,31
Y,291872,7,B,30,Mortgage,10292079,43
Y,322932,12,C,42,Rent,1134186,46
Y,637293,14,C,36,Mortgage,7447617,50
Y,274792,8,C,36,Mortgage,5475622,46
Y,370233,12,A,34,Own,6462201,25
Y,52713,7,D,6,Rent,4595556,63
Y,260968,14,D,44,Mortgage,14461634,43
Y,422320,12,D,22,Rent,8677478,57
Y,715931,8,D,47,Own,5024144,64
Y,86634,11,B,14,Mortgage,10792209,63
Y,394940,10,A,43,Own,7092498,53
Y,893501,9,C,50,Own,10884199,47
Y,391799,13,D,27,Rent,10104722,40
Y,618767,9,C,17,Own,1072384,26
Y,836927,7,C,14,Rent,8684026,35
Y,239511,11,D,29,Own,4734214,60
Y,453229,10,B,51,Rent,5703250,39
Y,891131,11,D,36,Own,6901390,29
Y,416724,12,D,10,Own,13909492,45
Y,250046,13,C,35,Rent,2166682,31
Y,463117,13,D,10,Own,10375195,55
Y,484772,10,D,9,Mortgage,11811275,26
Y,61819,13,B,52,Mortgage,4793318,49
Y,775696,7,A,24,Rent,9403517,38
Y,253636,10,C,7,Mortgage,5041930,48
Y,398264,14,C,9,Mortgage,13977063,30
Y,857845,12,A,44,Own,5143057,57
Y,820351,12,D,40,Mortgage,11599178,50
Y,281681,12,C,23,Mortgage,2794554,61
Y,657246,7,C,45,Own,1252747,29
Y,372048,9,D,34,Rent,11008772,45
Y,642650,9,B,27,Mortgage,10585534,38
Y,275646,7,B,8,Mortgage,340102,36
Y,892773,13,A,54,Own,14675950,33
Y,249674,8,D,13,Rent,7037957,37
Y,541599,12,D,13,Own,2494428,64
Y,126518,7,A,18,Mortgage,1363696,28
Y,854976,7,D,25,Rent,11130843,49
Y,579431,8,A,17,Own,4324313,38
Y,160589,7,A,32,Mortgage,2897367,47
Y,712857,13,B,55,Mortgage,3196426,52
Y,611041,9,D,49,Own,223701,64
Y,713197,13,D,17,Rent,145230,43
Y,337133,7,D,19,Rent,14473709,59
Y,123561,13,B,40,Mortgage,7453821,25
Y,674144,9,A,49,Own,5478102,29
Y,266577,12,B,8,Rent,11374241,57
Y,647425,12,A,54,Own,14456662,48
Y,372203,7,D,12,Rent,12774310,55
Y,784068,13,C,13,Mortgage,1837673,45
Y,767627,12,D,21,Own,13229888,47
Y,172319,7,A,46,Own,5027308,37
Y,466336,11,C,6,Rent,2177111,47
Y,145333,9,C,42,Own,9839569,40
Y,798691,14,C,50,Own,4099716,64
Y,562331,14,A,6,Own,9421454,62
Y,221358,9,C,52,Mortgage,3474035,43
Y,613126,10,B,49,Mortgage,9562178,37
Y,542502,13,B,32,Mortgage,6415303,58
Y,764552,13,B,6,Rent,4780889,53
Y,822188,8,B,51,Own,5691246,29
Y,362055,10,A,50,Mortgage,11151474,61
Y,888391,11,C,36,Own,9933469,34
Y,382599,10,A,10,Own,2906651,62
Y,679249,12,B,44,Mortgage,10547780,53
Y,254781,14,A,30,Rent,10868233,57
Y,162431,11,C,29,Own,7350435,36
Y,521762,7,A,44,Own,3206304,39
Y,181522,7,D,8,Own,13272375,55
Y,559628,10,A,43,Own,6427652,65
Y,304612,13,B,13,Mortgage,2146624,63
Y,75528,13,D,44,Own,11968151,45
Y,365296,11,A,13,Rent,289429,57
Y,433912,10,D,54,Own,3124967,49
Y,294291,7,D,52,Rent,13968379,36
Y,531536,10,C,20,Own,8107904,31
Y,642708,12,B,20,Own,1177042,26
Y,627166,8,A,11,Rent,5097087,58
N,524599,13,D,5,Rent,1914529,32
N,417923,11,B,9,Own,4995322,27
N,886891,7,B,19,Mortgage,2122098,61
N,196413,7,A,22,Rent,14372429,48
N,899787,8,B,50,Rent,1619273,36
N,836551,13,D,41,Own,3176465,36
N,366732,12,B,5,Rent,4983877,47
N,903210,10,D,44,Mortgage,5544966,31
N,671463,11,D,34,Mortgage,10378273,60
N,729256,8,D,24,Own,10977552,39
N,189820,8,B,46,Mortgage,1178791,63
N,537219,7,D,14,Rent,6449066,42
N,455547,8,B,24,Mortgage,8471329,38
N,239765,14,C,7,Mortgage,11089731,46
N,475148,12,D,14,Own,13107571,29
N,94356,13,B,18,Mortgage,14108075,58
N,288733,7,A,31,Own,1699410,44
N,368684,12,D,49,Mortgage,8699458,35
N,752857,7,C,50,Mortgage,10074161,54
N,925674,9,D,23,Mortgage,10413834,65
N,399394,12,C,10,Rent,945803,54
N,366084,11,D,50,Rent,14018107,25
N,779581,8,B,21,Rent,7326869,57
N,638373,11,C,35,Own,8038022,39
N,638778,8,B,53,Mortgage,1869396,37
N,299609,9,D,25,Mortgage,5697348,31
N,809613,8,B,46,Rent,131519,61
N,400815,10,B,51,Own,2226986,63
N,651600,10,B,51,Own,5698933,33
N,737770,13,D,19,Rent,10462932,50
N,201564,12,D,12,Own,217630,53
N,377271,11,A,35,Mortgage,14291737,52
N,707923,12,B,47,Rent,8733731,63
N,463197,13,D,38,Mortgage,10832252,58
N,893035,9,C,36,Mortgage,4810218,49
N,460352,10,A,25,Rent,2500796,51
N,945273,8,C,27,Own,12612161,28
N,855737,14,C,24,Rent,919647,33
N,887160,14,B,10,Own,836987,52
N,724805,12,A,43,Rent,4022415,41
N,928894,12,D,23,Mortgage,8966645,43
N,78098,9,C,51,Rent,12881790,28
N,53523,11,A,49,Own,11034721,37
N,604333,9,B,39,Rent,12729499,25
N,617047,9,C,6,Mortgage,5375989,29
N,460844,12,D,9,Rent,10477211,61
N,743375,7,C,6,Rent,1272451,42
N,223315,12,D,8,Own,10826999,38
N,15281,9,C,55,Own,11441209,36
N,464631,13,D,30,Own,12720961,25
N,616805,13,B,49,Rent,5186841,26
N,598553,14,A,15,Mortgage,11825475,53
N,141385,8,C,30,Rent,132726,54
N,782666,10,D,17,Own,1179089,58
N,347409,13,D,42,Own,6229411,52
